Timestamp,Month,Survey,Country,State,City,Location,Lat Long,Licensure,Public/Private,401K Contribution %,ESOP Contribution,HSA Contribution,Education Attainment,Company Head Count,Years Current Role,Which best describes your participation in the Civil Engineering industry?,Discipline,Years Experience,Salary,Signing Bonus,Annual Bonus,Commission Compensation,Health Insurance,Paid Time Off,Work From Home,Hours Worked,Overtime,Looking For New Job,Student Loan Reimbursement,Company Vehicle,Job Satisfaction,Salary To Change Job,Gender,Paternity Leve,Maternity Leave
8/30/2024 21:07:06,26-Feb,2024-2025,United States of America,North Carolina,Raleigh,"Raleigh, North Carolina","35.7795897,-78.6381787",PE,Private,400.00%,8.00%,1000,Bachelors Degree,450,3,Full Time,Water Resources,4,91000,,4000,0,Yes but I still pay a premium,15,5,40,Not compensated (Exempt),No,No,No,8,120,Male,40,
8/30/2024 21:07:27,25-Feb,2024-2025,United States of America,Ohio,Canton ,"Canton , Ohio","40.79894729999999,-81.378447",EIT,Public,,,,Bachelors Degree,30,4,Full Time,Government/Municipal,6,68000,,0,0,Yes but I still pay a premium,10,0,40,Comp Time ,No,Yes,No,7,"$80,000",Male,0,
8/30/2024 21:08:11,25-Feb,2024-2025,United States of America,Minnesota,Minneapolis ,"Minneapolis , Minnesota","44.977753,-93.2650108",PE,Private,500.00%,Na,2000,Masters Degree,12000,1,Full Time,Bridges,12,125000,,0,0,Yes but I still pay a premium,20,5,45,Straight time (1.0x),No,Yes,No,9,160000,Male,200,
8/30/2024 21:12:36,25-Feb,2024-2025,United States of America,North Carolina,Charlotte,"Charlotte, North Carolina","35.2270869,-80.8431267",PE,Private,400.00%,5.00%,0,Masters Degree,1000,2,Full Time,Transportation,9,107000,10000,7500,0,Yes and fully covered,18,1,42,Time and a half (1.5x),No,No,No,9,125000,Male,120,
8/30/2024 21:17:04,25-Feb,2024-2025,United States of America,Texas,Dallas,"Dallas, Texas","32.7766642,-96.79698789999999",PE,Public,,,,Bachelors Degree,14000,5,Full Time,Transportation,5,91000,,0,0,Yes and fully covered,26,2,40,Straight time (1.0x),No,Yes,No,8,"120,000",Male,,
8/30/2024 21:19:19,25-Feb,2024-2025,United States of America,New York,Poughkeepsie ,"Poughkeepsie , New York","41.7003713,-73.9209701",PE,Public,,,,Bachelors Degree,1000,10,Full Time,Transportation,10,98000,,0,0,Yes but I still pay a premium,50,2,37,Not compensated (Exempt),No,Yes,No,8,125000,Female,,
8/30/2024 21:19:31,25-Feb,2024-2025,United States of America,Kentucky,Richmond,"Richmond, Kentucky","37.7478572,-84.2946539",EIT,Private,800.00%,N/A,400,Masters Degree,100,3,Full Time,Land Development,3,92000,,0,0,Yes but I still pay a premium,10,2,45,Straight time (1.0x),No,No,No,10,N/A,Male,,
8/30/2024 21:21:31,26-Feb,2024-2025,United States of America,New Jersey,Bergen County,"Bergen County, New Jersey","40.9262762,-74.07701",PE,Private,500.00%,N/A,500,Masters Degree,5000,3,Full Time,Water Resources,9,150000,15000,27000,0,Yes but I still pay a premium,28,1,45,Not compensated (Exempt),No,Yes,Yes,8,200000,Female,,640
8/30/2024 21:22:16,25-Feb,2024-2025,United States of America,Texas,Houston,"Houston, Texas","29.7600771,-95.37011079999999",PE,Private,3.00%,N/A,0,Bachelors Degree,1000,1,Full Time,Water Resources,5,115000,,0,0,Yes but I still pay a premium,17,2,40,Straight time (1.0x),No,No,No,7,128000,Female,,480
8/30/2024 21:26:10,25-Feb,2024-2025,United States of America,Illinois,Lombard,"Lombard, Illinois","41.8800296,-88.00784349999999",EIT,Private,450.00%,N/A,250,Bachelors Degree,1000,2,Full Time,Power/Electrical,2,82600,,0,0,Yes but I still pay a premium,15,0,40,Straight time (1.0x),No,Yes,No,9,89000,Male,80,
8/30/2024 21:29:01,25-Feb,2024-2025,United States of America,Arizona,Tempe,"Tempe, Arizona","33.4255104,-111.9400054",None,Public,,,,Bachelors Degree,2300,1,Full Time,Government/Municipal,5,86000,,0,0,Yes but I still pay a premium,28,0,36,Not compensated (Exempt),No,Yes,No,9,140000,Male,,
8/30/2024 21:33:39,25-Feb,2024-2025,United States of America,New Jersey,Trenton,"Trenton, New Jersey","40.2201787,-74.7642295",PE,Private,300.00%,N/A,0,Bachelors Degree,20,17,Full Time,Government/Municipal,17,200000,,15000,0,Yes but I still pay a premium,18,4,45,Not compensated (Exempt),No,No,No,8,275000,Male,0,
8/30/2024 21:34:08,25-Feb,2024-2025,United States of America,Washington,Seattle,"Seattle, Washington","47.6061389,-122.3328481",PE,Private,500.00%,N/A,1200,Masters Degree,200,5,Full Time,Structural,15,179000,,0,0,Yes but I still pay a premium,15,3,41,Straight time (1.0x),No,No,No,8,200000,Male,0,
8/30/2024 21:36:18,25-Feb,2024-2025,United States of America,Illinois,Chicago,"Chicago, Illinois","41.8781136,-87.6297982",PE,Private,4.00%,2.00%,0,Bachelors Degree,650,8,Full Time,Environmental,8,126000,,10000,0,Yes but I still pay a premium,20,3,45,Straight time (1.0x),No,No,No,9,140000,Male,80,
8/30/2024 21:36:37,26-Feb,2024-2025,United States of America,Washington,Federal Way,"Federal Way, Washington","47.32240059999999,-122.3134186",EIT,Private,400.00%,,0,Bachelors Degree,150,3,Full Time,Land Development,4,88000,,3000,0,Yes but I still pay a premium,20,2,40,Time and a half (1.5x),No,No,No,8,120000,Male,,
8/30/2024 21:36:39,25-Feb,2024-2025,United States of America,Massachusetts,Boston,"Boston, Massachusetts","42.3555076,-71.0565364",EIT,Private,400.00%,N/A,0,Bachelors Degree,2200,1,Full Time,Transportation,1,79000,,800,0,Yes but I still pay a premium,18,3,40,Straight time (1.0x),No,No,No,9,90000,Male,40,
8/30/2024 21:37:04,25-Feb,2024-2025,United States of America,Virginia,Vienna,"Vienna, Virginia","38.9012225,-77.2652604",EIT,Private,600.00%,N/A,800,Bachelors Degree,12000,4,Full Time,Transportation,5,98000,,0,0,Yes but I still pay a premium,20,3,42,Straight time (1.0x),No,Yes,No,9,115000,Male,160,
